0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-1.1673530230327773,0.873419662379743,-0.3664746874226032,-0.6334354312707996,0.04158128356864673,-0.8232294540597204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.570604721415964,-0.14064122784427996,-0.3664746874226032,-0.10206517746389993,-0.07655865281086023,0.10095922537746109,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.13611528530377864,-0.9321033860679077,-0.3664746874226032,-0.6334354312707996,-1.785043886606807,-0.5459728502285659,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.570604721415964,-0.23957399762223341,-0.3664746874226032,-0.10206517746389993,1.1048407109842093,0.10095922537746109,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.2759753820608235,0.18089027393406878,-0.3664746874226032,-0.8991205581742495,0.132458157706729,-0.8232294540597204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7878494394720565,-0.23957399762223341,-0.3664746874226032,0.4293050763429998,0.9230869627080448,-0.8232294540597204,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.7104648181730089,0.8981528548242314,-0.3664746874226032,-1.4304908119811492,-1.785043886606807,1.7644988483643875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4619823623879176,-0.412706344733652,-0.3664746874226032,1.4920455839567992,0.5414040913280993,0.10095922537746109,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.570604721415964,0.32928942860099897,-0.3664746874226032,2.2359639392864588,0.4777902794314417,-0.8232294540597204,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4619823623879176,0.5024217757124175,-0.3664746874226032,-0.10206517746389993,0.30512421856908534,-0.8232294540597204,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
